,timestamp,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,ETH/USDT_zscore
2161,2024-12-02,3707.81,3760.0,3555.6,3643.43,268050.6139,1.4583424936845162
2162,2024-12-03,3643.43,3670.0,3502.0,3614.51,288249.88443,1.3190236442117143
2163,2024-12-04,3614.51,3887.24,3614.51,3837.99,389189.99252,1.7406260064367045
2164,2024-12-05,3837.99,3955.97,3692.02,3785.2,446063.01814,1.5343607066388198
2165,2024-12-06,3785.2,4087.73,3777.59,3998.87,610048.31825,1.8996818060944891
2166,2024-12-07,3998.87,4024.46,3968.0,3996.23,132935.61507,1.7783873838193505
2167,2024-12-08,3996.23,4015.58,3923.6,4003.89,121907.63274,1.688206561460157
2168,2024-12-09,4003.89,4005.6,3517.67,3713.21,488436.41722,1.0041931818976877
2169,2024-12-10,3713.21,3780.59,3517.67,3628.25,444459.90622,0.7778939766329913
2170,2024-12-11,3628.25,3848.64,3562.58,3831.82,209872.68134,1.1898724335559938
2171,2024-12-12,3831.82,3987.39,3796.8,3881.61,436594.70363,1.2602836456882018
2172,2024-12-13,3881.61,3968.47,3852.94,3906.81,229551.7187,1.2857011958237856
2173,2024-12-14,3906.81,3945.0,3825.37,3870.3,267374.6271,1.1809899339013665
2174,2024-12-15,3870.3,3974.61,3831.51,3959.1,78812.50965,1.4173816774935561
2175,2024-12-16,3959.1,4107.68,3884.41,3986.24,430415.98393,1.4533531152494623
2176,2024-12-17,3986.24,4041.19,3848.0,3893.0,350078.24134,1.1329635477239528
2177,2024-12-18,3893.0,3906.93,3617.91,3627.1,352530.53503,0.28658709599899546
2178,2024-12-19,3627.1,3720.0,3331.86,3417.0,627232.21794,-0.40655293059017217
2179,2024-12-20,3417.0,3497.84,3102.05,3472.21,594464.17019,-0.2565948836022907
2180,2024-12-21,3472.21,3555.17,3293.25,3338.92,291163.13632,-0.6887320200090697
2181,2024-12-22,3338.92,3403.0,3221.7,3281.83,117066.94712,-0.8809019825349526
2182,2024-12-23,3281.83,3466.8,3217.27,3422.53,353966.44142,-0.44659733474315927
2183,2024-12-24,3422.53,3539.44,3358.19,3493.17,198264.00018,-0.25680035817260893
2184,2024-12-25,3493.17,3547.95,3440.95,3497.01,139012.66873,-0.28879295045878295
2185,2024-12-26,3497.01,3514.94,3304.64,3335.05,154333.11743,-0.9078129329923953
2186,2024-12-27,3335.05,3443.18,3308.0,3333.51,181731.91926,-0.9704386142564532
2187,2024-12-28,3333.51,3427.77,3322.23,3404.02,93407.23231,-0.7368288084359599
2188,2024-12-29,3404.02,3413.6,3326.17,3356.47,61569.89731,-0.9803195184178829
2189,2024-12-30,3356.47,3437.54,3305.26,3361.84,277481.976,-1.0381197167373917
2190,2024-12-31,3361.84,3450.27,3315.6,3337.79,265883.94835,-1.1353293183470046
2191,2025-01-01,3337.79,3374.42,3314.14,3360.38,159799.71601,-1.0477178530890687
2192,2025-01-02,3360.38,3508.78,3354.51,3455.68,159200.76492,-0.6544159846462976
2193,2025-01-03,3455.68,3630.0,3423.44,3609.0,173751.38543,-0.029039111578075736
2194,2025-01-04,3609.0,3671.16,3572.73,3656.87,113595.22133,0.1530165572985534
2195,2025-01-05,3656.87,3675.24,3593.77,3635.99,51161.94727,0.028707388547024464
